Line,EventId,EventTemplate,Content,ParameterList
1728,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-4352313989800650828 file /mnt/hadoop/dfs/data/current/subdir56/blk_-4352313989800650828,"['-4352313989800650828', 'mnt/hadoop/dfs/data/current/subdir56', '-4352313989800650828']"
1729,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-6292499669518281202 file /mnt/hadoop/dfs/data/current/subdir26/blk_-6292499669518281202,"['-6292499669518281202', 'mnt/hadoop/dfs/data/current/subdir26', '-6292499669518281202']"
1730,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-4582442491366282435 terminating,"['0', '-4582442491366282435']"
1731,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-6750694665033046901 file /mnt/hadoop/dfs/data/current/subdir63/blk_-6750694665033046901,"['-6750694665033046901', 'mnt/hadoop/dfs/data/current/subdir63', '-6750694665033046901']"
1732,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-6131345369657245178 file /mnt/hadoop/dfs/data/current/blk_-6131345369657245178,"['-6131345369657245178', 'mnt/hadoop/dfs/data/current', '-6131345369657245178']"
1733,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-3575718350717794894 file /mnt/hadoop/dfs/data/current/blk_-3575718350717794894,"['-3575718350717794894', 'mnt/hadoop/dfs/data/current', '-3575718350717794894']"
1734,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-4380385204018751771 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4380385204018751771,"['-4380385204018751771', 'mnt/hadoop/dfs/data/current/subdir38', '-4380385204018751771']"
1735,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-3594701313167635091 file /mnt/hadoop/dfs/data/current/subdir54/blk_-3594701313167635091,"['-3594701313167635091', 'mnt/hadoop/dfs/data/current/subdir54', '-3594701313167635091']"
1736,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-1693418636466747515 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1693418636466747515,"['-1693418636466747515', 'mnt/hadoop/dfs/data/current/subdir16', '-1693418636466747515']"
1737,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_5806397523737304814 file /mnt/hadoop/dfs/data/current/subdir34/blk_5806397523737304814,"['5806397523737304814', 'mnt/hadoop/dfs/data/current/subdir34', '5806397523737304814']"
1738,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-1345585044778938153 file /mnt/hadoop/dfs/data/current/subdir45/blk_-1345585044778938153,"['-1345585044778938153', 'mnt/hadoop/dfs/data/current/subdir45', '-1345585044778938153']"
1739,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_2489882700357182381 file /mnt/hadoop/dfs/data/current/blk_2489882700357182381,"['2489882700357182381', 'mnt/hadoop/dfs/data/current', '2489882700357182381']"
1740,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-1800458850981311953 file /mnt/hadoop/dfs/data/current/subdir57/blk_-1800458850981311953,"['-1800458850981311953', 'mnt/hadoop/dfs/data/current/subdir57', '-1800458850981311953']"
1741,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_6373260430960091026 file /mnt/hadoop/dfs/data/current/subdir43/blk_6373260430960091026,"['6373260430960091026', 'mnt/hadoop/dfs/data/current/subdir43', '6373260430960091026']"
1742,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-1278725622357466169 file /mnt/hadoop/dfs/data/current/subdir0/blk_-1278725622357466169,"['-1278725622357466169', 'mnt/hadoop/dfs/data/current/subdir0', '-1278725622357466169']"
1743,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_4513772639980123655 file /mnt/hadoop/dfs/data/current/blk_4513772639980123655,"['4513772639980123655', 'mnt/hadoop/dfs/data/current', '4513772639980123655']"
1744,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_1838564958520120941 file /mnt/hadoop/dfs/data/current/subdir39/blk_1838564958520120941,"['1838564958520120941', 'mnt/hadoop/dfs/data/current/subdir39', '1838564958520120941']"
1745,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_7985460426680885040 file /mnt/hadoop/dfs/data/current/blk_7985460426680885040,"['7985460426680885040', 'mnt/hadoop/dfs/data/current', '7985460426680885040']"
1746,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_2215517976324634098 file /mnt/hadoop/dfs/data/current/subdir4/blk_2215517976324634098,"['2215517976324634098', 'mnt/hadoop/dfs/data/current/subdir4', '2215517976324634098']"
1747,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_5453150794205420798 file /mnt/hadoop/dfs/data/current/subdir24/blk_5453150794205420798,"['5453150794205420798', 'mnt/hadoop/dfs/data/current/subdir24', '5453150794205420798']"
1748,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_-7522572236891389139 size 67108864,"['10.251.194.102:50010', '-7522572236891389139', '67108864']"
1749,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197,"['6163400028286940197', 'mnt/hadoop/dfs/data/current/subdir7', '6163400028286940197']"
1750,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_7583807825342916938 file /mnt/hadoop/dfs/data/current/subdir13/blk_7583807825342916938,"['7583807825342916938', 'mnt/hadoop/dfs/data/current/subdir13', '7583807825342916938']"
1751,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5957060034695163774 src: /10.251.29.239:56334 dest: /10.251.29.239:50010,"['-5957060034695163774', '10.251.29.239:56334', '10.251.29.239:50010']"
1752,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-2250942073136893488 src: /10.251.126.22:59179 dest: /10.251.126.22:50010,"['-2250942073136893488', '10.251.126.22:59179', '10.251.126.22:50010']"
1753,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3693786175267111588 of size 67108864 from /10.251.71.97,"['-3693786175267111588', '67108864', '10.251.71.97']"
1754,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_8384967715738359346 file /mnt/hadoop/dfs/data/current/subdir27/blk_8384967715738359346,"['8384967715738359346', 'mnt/hadoop/dfs/data/current/subdir27', '8384967715738359346']"
1755,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to blk_-1948505589144820414 size 67108864,"['10.250.10.223:50010', '-1948505589144820414', '67108864']"
1756,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.209:50010 is added to blk_-6224982681533811277 size 67108864,"['10.251.202.209:50010', '-6224982681533811277', '67108864']"
1757,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_-2843780069100181052 size 67108864,"['10.251.107.196:50010', '-2843780069100181052', '67108864']"
1758,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_8083872765147994327 src: /10.250.15.67:41990 dest: /10.250.15.67:50010,"['8083872765147994327', '10.250.15.67:41990', '10.250.15.67:50010']"
1759,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-6502143621885580798 of size 67108864 from /10.251.39.179,"['-6502143621885580798', '67108864', '10.251.39.179']"
1760,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8323785930877970805 src: /10.250.13.240:40589 dest: /10.250.13.240:50010,"['-8323785930877970805', '10.250.13.240:40589', '10.250.13.240:50010']"
1761,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-7587189852169913514 terminating,"['0', '-7587189852169913514']"
1762,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.192:50010 is added to blk_7439201509602018752 size 67108864,"['10.251.74.192:50010', '7439201509602018752', '67108864']"
1763,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_3224184805694764748 of size 67108864 from /10.250.18.114,"['3224184805694764748', '67108864', '10.250.18.114']"
1764,E5,BLOCK* ask <*>:<*> to replicate blk_<*> to datanode(s) <*>:<*>,BLOCK* ask 10.250.14.38:50010 to replicate blk_-7571492020523929240 to datanode(s) 10.251.122.38:50010,"['10.250.14.38:50010', '-7571492020523929240', '10.251.122.38:50010']"
1765,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_1119272693889755844 size 67108864,"['10.251.30.6:50010', '1119272693889755844', '67108864']"
1766,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_1600228140214754078 of size 67108864 from /10.251.90.81,"['1600228140214754078', '67108864', '10.251.90.81']"
1767,E12,Received block blk_<*> src: /<*>:<*> dest: /<*>:<*> of size <*>,Received block blk_1473949624670719319 src: /10.251.29.239:35617 dest: /10.251.29.239:50010 of size 67108864,"['1473949624670719319', '10.251.29.239:35617', '10.251.29.239:50010', '67108864']"
1768,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7227576651324043655 src: /10.251.107.227:40740 dest: /10.251.107.227:50010,"['-7227576651324043655', '10.251.107.227:40740', '10.251.107.227:50010']"
1769,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-7606467001548719462 file /mnt/hadoop/dfs/data/current/subdir2/blk_-7606467001548719462,"['-7606467001548719462', 'mnt/hadoop/dfs/data/current/subdir2', '-7606467001548719462']"
1770,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_2771018387166611008 of size 67108864 from /10.251.26.131,"['2771018387166611008', '67108864', '10.251.26.131']"
1771,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-2852294661215451806 size 67108864,"['10.251.110.160:50010', '-2852294661215451806', '67108864']"
1772,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7891129742741763034 src: /10.251.107.227:57000 dest: /10.251.107.227:50010,"['7891129742741763034', '10.251.107.227:57000', '10.251.107.227:50010']"
1773,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_8512974147315737844 size 67108864,"['10.250.15.240:50010', '8512974147315737844', '67108864']"
1774,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_427477290315080955 of size 67108864 from /10.251.123.132,"['427477290315080955', '67108864', '10.251.123.132']"
1775,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7630699912570186723 of size 67108864 from /10.251.71.240,"['-7630699912570186723', '67108864', '10.251.71.240']"
1776,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_1512136249403454074 src: /10.250.7.244:47958 dest: /10.250.7.244:50010,"['1512136249403454074', '10.250.7.244:47958', '10.250.7.244:50010']"
1777,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_8655748951361667770 of size 67108864 from /10.251.109.236,"['8655748951361667770', '67108864', '10.251.109.236']"
1778,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_8487226415276391460 terminating,"['2', '8487226415276391460']"
1779,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8162657657061473938 src: /10.251.26.131:35484 dest: /10.251.26.131:50010,"['-8162657657061473938', '10.251.26.131:35484', '10.251.26.131:50010']"
1780,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_-4970213618915792510 size 67108864,"['10.251.66.3:50010', '-4970213618915792510', '67108864']"
1781,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_9034824096129858680 src: /10.250.6.223:45371 dest: /10.250.6.223:50010,"['9034824096129858680', '10.250.6.223:45371', '10.250.6.223:50010']"
1782,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-4775386099844009890 of size 67108864 from /10.251.107.19,"['-4775386099844009890', '67108864', '10.251.107.19']"
1783,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001049_0/part-01049. blk_-1533191386601391937,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001049_0', '01049', '-1533191386601391937']"
1784,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_2096199637324483321 terminating,"['0', '2096199637324483321']"
1785,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_3433046099598424314 terminating,"['2', '3433046099598424314']"
1786,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_4170936278386288557 size 67108864,"['10.250.13.240:50010', '4170936278386288557', '67108864']"
1787,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3023983271692989109 of size 67108864 from /10.251.110.68,"['-3023983271692989109', '67108864', '10.251.110.68']"
1788,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_469126362137371425 src: /10.251.199.245:53897 dest: /10.251.199.245:50010,"['469126362137371425', '10.251.199.245:53897', '10.251.199.245:50010']"
1789,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_3922791077126964673 terminating,"['1', '3922791077126964673']"
1790,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_5813923864071791162 of size 67108864 from /10.251.125.193,"['5813923864071791162', '67108864', '10.251.125.193']"
1791,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_7412933088374169877 terminating,"['0', '7412933088374169877']"
1792,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.192:50010 is added to blk_-3888538223380979891 size 67108864,"['10.251.39.192:50010', '-3888538223380979891', '67108864']"
1793,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5970165518655489569 of size 67108864 from /10.250.14.196,"['-5970165518655489569', '67108864', '10.250.14.196']"
1794,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-7319442762668598889 terminating,"['2', '-7319442762668598889']"
1795,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_000973_0/part-00973. blk_5844313985011885282,"['user/root/rand7/_temporary/_task_200811101024_0014_m_000973_0', '00973', '5844313985011885282']"
1796,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0/part-01348. blk_4531288786306744275,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0', '01348', '4531288786306744275']"
1797,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3845286823494684378 of size 67108864 from /10.251.107.196,"['-3845286823494684378', '67108864', '10.251.107.196']"
1798,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6170586659371027531 size 67108864,"['10.251.203.129:50010', '6170586659371027531', '67108864']"
1799,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-808401720390253471 terminating,"['1', '-808401720390253471']"
1800,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_1447281351164457761 size 67108864,"['10.251.123.33:50010', '1447281351164457761', '67108864']"
1801,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7911408976820434495 src: /10.251.42.191:35834 dest: /10.251.42.191:50010,"['-7911408976820434495', '10.251.42.191:35834', '10.251.42.191:50010']"
1802,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-5455316994110506037 size 67108864,"['10.251.89.155:50010', '-5455316994110506037', '67108864']"
1803,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-917268749136585019 terminating,"['0', '-917268749136585019']"
1804,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_1122812501843755360 src: /10.251.198.196:51036 dest: /10.251.198.196:50010,"['1122812501843755360', '10.251.198.196:51036', '10.251.198.196:50010']"
1805,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5983149244832683042 src: /10.251.42.191:52748 dest: /10.251.42.191:50010,"['5983149244832683042', '10.251.42.191:52748', '10.251.42.191:50010']"
1806,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-5263787695149681326 terminating,"['1', '-5263787695149681326']"
1807,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5781019224640206392 src: /10.250.11.194:37060 dest: /10.250.11.194:50010,"['5781019224640206392', '10.250.11.194:37060', '10.250.11.194:50010']"
1808,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_4786794545180705888 terminating,"['2', '4786794545180705888']"
1809,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_1303107722036031233 size 67108864,"['10.251.73.220:50010', '1303107722036031233', '67108864']"
1810,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_4539833452749813987 of size 67108864 from /10.251.42.16,"['4539833452749813987', '67108864', '10.251.42.16']"
1811,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_703387617548630438 terminating,"['0', '703387617548630438']"
1812,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_5689516499354445029 terminating,"['1', '5689516499354445029']"
1813,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-4595094649363595358 size 67108864,"['10.250.11.100:50010', '-4595094649363595358', '67108864']"
1814,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-1733026139299872187 src: /10.251.29.239:52800 dest: /10.251.29.239:50010,"['-1733026139299872187', '10.251.29.239:52800', '10.251.29.239:50010']"
1815,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-1910608563003942187 terminating,"['0', '-1910608563003942187']"
1816,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001394_0/part-01394. blk_-1101091099241306483,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001394_0', '01394', '-1101091099241306483']"
1817,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_7901008236334420364 terminating,"['1', '7901008236334420364']"
1818,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.207:50010 is added to blk_2119401975697524206 size 67108864,"['10.251.42.207:50010', '2119401975697524206', '67108864']"
1819,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_6204056282927975796 terminating,"['0', '6204056282927975796']"
1820,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_215466486430758887 terminating,"['2', '215466486430758887']"
1821,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001736_0/part-01736. blk_-3055230140330616860,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001736_0', '01736', '-3055230140330616860']"
1822,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_4473390551542202999 size 67108864,"['10.251.73.220:50010', '4473390551542202999', '67108864']"
1823,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0/part-01649. blk_-5581540863377925517,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0', '01649', '-5581540863377925517']"
1824,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_7864850143895703065 of size 67108864 from /10.251.107.98,"['7864850143895703065', '67108864', '10.251.107.98']"
1825,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_423916008836295480 size 67108864,"['10.251.91.32:50010', '423916008836295480', '67108864']"
1826,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_2166777223671724319 src: /10.251.214.175:52741 dest: /10.251.214.175:50010,"['2166777223671724319', '10.251.214.175:52741', '10.251.214.175:50010']"
1827,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_4031738712701565209 of size 67108864 from /10.251.199.150,"['4031738712701565209', '67108864', '10.251.199.150']"
1828,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001940_0/part-01940. blk_1910319264393500537,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001940_0', '01940', '1910319264393500537']"
1829,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-8789402864074203800 of size 67108864 from /10.251.193.224,"['-8789402864074203800', '67108864', '10.251.193.224']"
1830,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.17.177:50010 is added to blk_5733038550092620376 size 67108864,"['10.250.17.177:50010', '5733038550092620376', '67108864']"
1831,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001642_0/part-01642. blk_8215843708467112607,"['user/root/rand7/_temporary/_task_200811101024_0014_m_001642_0', '01642', '8215843708467112607']"
1832,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-954856062493437881 of size 67108864 from /10.251.106.10,"['-954856062493437881', '67108864', '10.251.106.10']"
1833,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_241585185788373386 of size 67108864 from /10.251.111.80,"['241585185788373386', '67108864', '10.251.111.80']"
1834,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3808164640986377400 src: /10.251.75.79:36685 dest: /10.251.75.79:50010,"['3808164640986377400', '10.251.75.79:36685', '10.251.75.79:50010']"
1835,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-6719337521981113643 of size 3538321 from /10.250.15.198,"['-6719337521981113643', '3538321', '10.250.15.198']"
1836,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-23492739449820023 size 67108864,"['10.251.197.226:50010', '-23492739449820023', '67108864']"
1837,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-8969188698416564850 terminating,"['1', '-8969188698416564850']"
1838,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-5144548163293169177 terminating,"['1', '-5144548163293169177']"
1839,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_-2895171018912807248 size 67108864,"['10.251.122.79:50010', '-2895171018912807248', '67108864']"
1840,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5892603381347650390 src: /10.250.14.143:57484 dest: /10.250.14.143:50010,"['-5892603381347650390', '10.250.14.143:57484', '10.250.14.143:50010']"
1841,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_002007_0/part-02007. blk_7908524857056299716,"['user/root/rand7/_temporary/_task_200811101024_0014_m_002007_0', '02007', '7908524857056299716']"
1842,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_3492869167398569662 is added to invalidSet of 10.250.5.161:50010,"['3492869167398569662', '10.250.5.161:50010']"
1843,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-3894803026385053344 is added to invalidSet of 10.251.43.21:50010,"['-3894803026385053344', '10.251.43.21:50010']"
1844,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-7873581794069372986 is added to invalidSet of 10.251.194.147:50010,"['-7873581794069372986', '10.251.194.147:50010']"
1845,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_2060553104861908174 is added to invalidSet of 10.251.201.204:50010,"['2060553104861908174', '10.251.201.204:50010']"
1846,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-6783506473540833076 is added to invalidSet of 10.251.202.209:50010,"['-6783506473540833076', '10.251.202.209:50010']"
1847,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-8863130543753323383 is added to invalidSet of 10.251.123.1:50010,"['-8863130543753323383', '10.251.123.1:50010']"
1848,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-8769398708439834546 is added to invalidSet of 10.251.127.243:50010,"['-8769398708439834546', '10.251.127.243:50010']"
1849,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-3316519570098743145 is added to invalidSet of 10.251.70.211:50010,"['-3316519570098743145', '10.251.70.211:50010']"
